substrate,tf
TOM7,TYE7
TOS1,ABF1
TOS1,STE12
TOS1,TEC1
TOS2,MSN2
TOS2,STE12
TOS2,TEC1
TOS3,SWI6
TOS3,TEC1
TOS6,ASH1
TOS6,RAP1
TOS6,STE12
TOS6,SWI4
TOS6,SWI6
TPD3,ROX1
TPI1,GCR1
TPI1,RAP1
TPK1,MSN2
TPK1,YAP1
TPK2,MSN2
TPM1,ACE2
TPM1,RAP1
TPM2,ABF1
TPN1,BAS1
TPN1,GCN4
TPO1,PDR1
TPO1,PDR3
TPO1,SOK2
TPO1,YRM1
TPO3,MSN2
TPO3,SOK2
TPO3,STE12
TPO3,TEC1
TPO4,ADR1
TPO4,CIN5
TPO4,FLO8
TPO4,MSN2
TPO4,PDR1
TPO4,SOK2
TPS1,MSN2
TPS1,OAF1
TPS2,PDR3
TPS2,SOK2
TPS3,ACE2
TPS3,MSN2
TPS3,SWI5
TPT1,SUM1
TRE1,CBF1
TRE2,STE12
TRK2,YRM1
TRM11,ADR1
TRM11,GCN4
TRM12,INO4
TRM12,MCM1
TRM2,CBF1
TRM2,SWI4
TRM2,SWI6
TRM5,RAP1
TRP1,PHO4
TRP2,GCN4
TRP3,ABF1
TRP3,GCN4
TRP4,GCN4
TRP4,MSN2
TRP4,YAP1
TRP5,GCN4
TRR1,YAP1
TRS20,GCN4
TRS31,STE12
TRX2,CIN5
TRX2,MSN2
TRX2,SKN7
TRX2,YAP1
TRZ1,BAS1
TSA1,SKN7
TSA1,STE12
TSA1,YAP1
TSA1,ZAP1
TSA2,MSN2
TSA2,SKN7
TSA2,YAP1
TSC10,YOX1
TSL1,FKH1
TSL1,HSF1
TSL1,MSN2
TSL1,RLM1
TSL1,SWI4
TSL1,SWI5
TSR1,SWI5
TSR2,YAP1
TTI1,CAD1
TTI1,RAP1
TUB4,STB5
TUB4,STE12
TVP15,REB1
TVP23,ARG81
TVP23,GCN4
TYE7,CBF1
TYE7,GCR2
TYE7,HSF1
TYE7,MCM1
TYE7,MET4
TYE7,MSN2
TYE7,PHO2
TYE7,PHO4
TYE7,RAP1
TYE7,SKN7
TYE7,SOK2
TYE7,STE12
TYE7,SWI4
TYE7,TUP1
TYE7,YAP1
TYR1,ABF1
TYR1,MSN2
TYS1,ABF1
TYS1,GCN4
TYW1,HAP2
TYW3,STE12
UBA1,MSN2
UBA1,RPN4
UBA4,ABF1
UBC12,CIN5
UBC4,DIG1
UBC4,HSF1
UBC4,SOK2
UBC4,STE12
UBC8,AFT1
UBC8,AFT2
UBC8,ASH1
UBC8,MSN2
UBC8,SOK2
UBC8,STE12
UBI4,HSF1
UBI4,MSN2
UBI4,UME6
UBP10,FHL1
UBP13,STE12
UBP14,ABF1
UBP15,ADR1
UBP15,YRM1
UBP16,STE12
UBP3,STE12
UBP6,ABF1
UBP6,RPN4
UBR2,ABF1
UBX2,ABF1
UBX2,RAP1
UBX3,HSF1
UBX5,ABF1
UBX6,ADR1
UBX6,FLO8
UBX6,MAC1
UBX6,MSN2
UBX6,SOK2
UBX6,STE12
UBX6,TEC1
UBX6,ZAP1
UFD1,MCM1
UFD1,RPN4
UFD2,ABF1
UFD4,RAP1
UFD4,RPN4
UFE1,MAL33
UFO1,MSN2
UFO1,STE12
UFO1,YAP1
UGA1,DAL81
UGA1,GLN3
UGA1,UGA3
UGA2,GLN3
UGA3,DAL81
UGA3,GCN4
UGA3,GLN3
UGO1,PDR1
UGO1,SFP1
UGO1,STE12
UGP1,HSF1
UGP1,MSN2
UGP1,SKN7
UGP1,SKO1
UIP3,MSN2
UIP3,SOK2
UIP3,STE12
UIP5,SKN7
ULP2,UME6
ULS1,RAP1
UME6,LEU3
UME6,MSN2
UME6,OAF1
UNG1,YRM1
UPS2,INO4
UPS2,STE12
URA1,MSN2
URA1,RTG3
URA1,SWI6
URA4,CIN5
URA4,MSN2
URA4,STE12
URA6,MSN2
URA8,INO4
URA8,SOK2
URB1,ABF1
URN1,MET32
URN1,STE12
USE1,STE12
UTH1,ACE2
UTH1,ASH1
UTH1,RAP1
UTH1,RDS2
UTH1,SFP1
UTH1,SKN7
UTH1,SOK2
UTH1,STB5
UTH1,STE12
UTH1,SWI4
UTH1,YOX1
UTP10,YAP1
UTP13,ABF1
UTP13,YHP1
UTP20,IXR1
UTP20,MSN2
UTP20,TEC1
UTP20,YAP1
UTP20,YHP1
UTP20,YOX1
UTP22,MSN2
UTP22,STE12
UTP22,YRM1
UTP23,CIN5
UTP25,ABF1
UTP25,UME6
UTP25,YAP1
UTP4,FKH1
UTP5,SWI5
UTP6,TUP1
UTP9,ABF1
UTR2,RAP1
UTR2,RLM1
UTR2,ROX1
UTR2,SOK2
UTR2,SWI6
UTR2,TEC1
UTR2,YAP1
UTR4,PHD1
UTR4,STB5
VAC17,CHA4
VAC17,FKH1
VAC7,TEC1
VAM3,SOK2
VAS1,GCN4
VBA1,GLN3
VBA1,TEC1
VBA2,ABF1
VBA2,MET32
VCX1,RAP1
VCX1,STE12
VHR1,CIN5
VHR1,GCN4
VHR1,MSN2
VHR1,PDR1
VHR1,PDR3
VHR1,SOK2
VHR1,STE12
VHS2,YRM1
VHS3,STE12
VID24,MSN2
VID24,RAP1
VID24,RDS2
VID27,YAP1
VID30,ACE2
VIP1,CBF1
VMA1,TUP1
VMA13,GCN4
VMA16,REB1
VMA5,TYE7
VMA6,RAP1
VMS1,STE12
VPS33,ABF1
VPS36,MSN2
VPS36,STE12
VPS36,TEC1
VPS38,TEC1
VPS4,YAP3
VPS55,ARR1
VPS60,ABF1
VPS60,GCN4
VPS62,HSF1
VPS63,ABF1
VPS71,MBP1
VPS71,TEC1
VPS73,PUT3
VPS73,STE12
VPS74,CST6
VPS74,RFX1
VRG4,ABF1
VRG4,RAP1
VRP1,RAP1
VTC1,PHO4
VTC2,CBF1
VTC2,PHO4
VTC3,AFT1
VTC3,BAS1
VTC3,HAP2
VTC3,MET32
VTC3,MSN2
VTC3,PDR1
VTC3,PHO4
VTC4,PHO4
VTI1,STE12
VTS1,RAP1
WAR1,GCN4
WHI2,YAP1
WSC2,CIN5
WSC2,MBP1
WSC2,RAP1
WSC2,STB5
WSC2,STE12
WSC2,TEC1
WSC3,TEC1
WTM1,ABF1
WTM1,ACE2
WTM1,GCN4
WTM1,MSN2
WTM1,PHD1
WTM2,CBF1
WTM2,CIN5
XDJ1,MSN2
XDJ1,STE12
YAH1,GCN4
YAK1,MSN2
YAP1,RAP1
YAP1,RPN4
YAP1,SKN7
YAP1801,GCN4
YAP1801,MSN2
YAP1802,STE12
YAP3,MCM1
YAP3,STE12
YAP6,CBF1
YAP6,CIN5
YAP6,MSN2
YAP6,PDR1
YAP6,TUP1
YAR028W,ABF1
YAR028W,MSN2
YAR028W,ROX1
YAR028W,SOK2
YAR028W,TUP1
YAR1,HSF1
YAR1,MSN2
YAT1,MSN2
YAT1,RAP1
YAT1,SOK2
YAT1,STE12
YBL010C,OTU1
YBL028C,CBF1
YBL028C,CIN5
YBL028C,MSN2
YBL028C,YAP1
YBL029W,BAS1
YBL029W,CAD1
YBL029W,MET31
YBL029W,SOK2
YBL029W,TEC1
YBL036C,CBF1
YBL059W,STE12
YBL077W,UME6
YBL081W,RAP1
YBP1,YRM1
YBP2,GCN4
YBR012C,MOT3
YBR053C,RDS2
YBR053C,SOK2
YBR053C,STE12
YBR056W,MSN2
YBR056W,YOX1
YBR071W,ASH1
YBR071W,MBP1
YBR071W,SWI5
YBR071W,SWI6
YBR074W,YRM1
YBR096W,ABF1
YBR138C,STE12
YBR139W,FKH1
YBR139W,FLO8
YBR219C,FHL1
YBR219C,SOK2
YBR220C,STE12
YBR225W,STE12
YBR241C,CIN5
YBR241C,STE12
YBR241C,YAP1
YBT1,GCN4
YCF1,RAP1
YCF1,YAP1
YCH1,ABF1
YCH1,BAS1
YCH1,MSN2
YCH1,RAP1
YCH1,STE12
YCK1,ASH1
YCK1,MSN2
YCK2,ACE2
YCK2,RAP1
YCR015C,STE12
YCR023C,GCN4
YCR061W,HAP1
YCR061W,PDR1
YCR061W,STE12
YCR061W,TEC1
YCR061W,UME6
YCR102C,HAL9
YCR102C,MSN2
YCR102C,ROX1
YCR102C,SKO1
YCR102C,STE12
YCR102C,YAP1
YCS4,MSN2
YCS4,STE12
YDJ1,CBF1
YDJ1,HSF1
YDL012C,ABF1
YDL027C,YRM1
YDL119C,SWI5
YDL121C,TYE7
YDL121C,YAP1
YDL124W,MSN2
YDL124W,YAP1
YDL124W,YOX1
YDL144C,RPN4
YDL176W,ARG81
YDL180W,YAP1
YDL183C,STE12
YDL183C,TEC1
YDL183C,YAP1
YDL241W,YAP1
YDR029W,ABF1
YDR029W,REB1
YDR089W,MSN2
YDR089W,YAP1
YDR090C,GLN3
YDR094W,RAP1
YDR094W,YRM1
YDR115W,CBF1
YDR124W,STE12
YDR132C,MSN2
YDR132C,STE12
YDR132C,TEC1
YDR132C,YAP1
YDR133C,RAP1
YDR133C,RIM101
YDR134C,PDR1
YDR134C,SOK2
YDR134C,SWI4
YDR134C,TUP1
YDR154C,HSF1
YDR154C,RPH1
YDR157W,ABF1
YDR186C,RAP1
YDR186C,RFX1
YDR186C,TEC1
YDR210W,HAP2
YDR210W,MSN2
YDR210W,TEC1
YDR222W,SWI4
YDR249C,MSN2
YDR249C,STE12
YDR249C,TEC1
YDR262W,YAP6
YDR282C,SFP1
YDR282C,STE12
YDR338C,CIN5
YDR341C,GCN4
YDR391C,RAP1
YDR476C,ABF1
YDR541C,RAP1
YEA6,ACE2
YEF3,RAP1
YEF3,STE12
YEH1,RFX1
YEL025C,STE12
YEL043W,CBF1
YEL043W,RAP1
YEL043W,STE12
YEL1,STE12
YEN1,ABF1
YER034W,STE12
YER077C,ACE2
YER079W,ACE2
YER079W,AFT2
YER079W,MSN2
YER079W,SKN7
YER079W,STE12
YER079W,SWI5
YER079W,YAP1
YER130C,SOK2
YER137C,STE12
YER137C,TEC1
YER152C,ACE2
YER152C,SKN7
YER156C,AFT1
YER160C,STE12
YER188W,ABF1
YER188W,STE12
YET3,FHL1
YFL034W,RAP1
YFL040W,SUM1
YFR006W,RFX1
YFR006W,STE12
YFR006W,YRM1
YFR018C,RAP1
YFR039C,STE12
YGK3,RAP1
YGL010W,RPN4
YGL036W,HSF1
YGL039W,MSN2
YGL039W,STE12
YGL052W,STE12
YGL072C,PUT3
YGL072C,STB5
YGL072C,STE12
YGL081W,CIN5
YGL088W,AFT1
YGL088W,STE12
YGL101W,SFP1
YGL101W,STE12
YGL102C,STE12
YGL108C,DAL82
YGL114W,ABF1
YGL114W,MSN2
YGL114W,YAP1
YGL117W,GCN4
YGL117W,IXR1
YGL117W,YAP1
YGL140C,SWI5
YGL159W,RAP1
YGL159W,STE12
YGL188C,RAP1
YGL188C,STE12
YGL193C,STE12
YGL193C,YRM1
YGP1,CIN5
YGP1,MCM1
YGP1,MET4
YGP1,MSN2
YGP1,PDR3
YGP1,PHO4
YGP1,RLM1
YGP1,SOK2
YGP1,STE12
YGP1,TEC1
YGP1,YAP1
YGR011W,YAP1
YGR012W,STE12
YGR021W,FHL1
YGR035C,ABF1
YGR035C,ASH1
YGR035C,MSN2
YGR035C,PDR1
YGR035C,PDR3
YGR035C,SOK2
YGR035C,SWI4
YGR050C,GCN4
YGR050C,NRG1
YGR050C,STE12
YGR054W,RAP1
YGR079W,CBF1
YGR079W,MCM1
YGR079W,SOK2
YGR117C,RAP1
YGR117C,SFP1
YGR122W,MSN2
YGR122W,STE12
YGR122W,TEC1
YGR125W,SOK2
YGR127W,CBF1
YGR130C,SOK2
YGR149W,MSN2
YGR149W,SKO1
YGR149W,SOK2
YGR151C,STE12
YGR153W,STE12
YGR153W,TEC1
YGR164W,STE12
YGR182C,CIN5
YGR182C,DAL82
YGR210C,HSF1
YGR210C,SKN7
YGR250C,HSF1
YGR250C,SFP1
YGR250C,SWI4
YGR266W,HAP1
YGR283C,YHP1
YHB1,ACE2
YHB1,CBF1
YHB1,DIG1
YHB1,GLN3
YHB1,HAL9
YHB1,HAP1
YHB1,HAP2
YHB1,HAP5
YHB1,MSN2
YHB1,RAP1
YHB1,SWI4
YHB1,TEC1
YHB1,YAP1
YHI9,GCN4
YHI9,GLN3
YHI9,STE12
YHI9,YAP1
YHL008C,MCM1
YHL008C,STE12
YHL012W,ACE2
YHL012W,PDR1
YHL012W,YOX1
YHL026C,SOK2
YHL044W,TEC1
YHL044W,YAP1
YHM2,STE12
YHP1,ASH1
YHP1,RAP1
YHP1,SOK2
YHP1,STE12
YHP1,SWI4
YHP1,TEC1
YHR020W,GCN4
YHR020W,YRM1
YHR033W,FHL1
YHR033W,MET4
YHR033W,MSN2
YHR033W,NRG1
YHR033W,SKO1
YHR033W,SOK2
YHR033W,TEC1
YHR080C,MSN2
YHR097C,MSN2
YHR097C,RAP1
YHR097C,SOK2
YHR097C,STE12
YHR112C,CBF1
YHR112C,MET32
YHR112C,MET4
YHR127W,STE12
YHR138C,AFT1
YHR138C,MSN2
YHR138C,SOK2
YHR138C,SWI5
YHR202W,SOK2
YIL001W,RAP1
YIL055C,INO4
YIL055C,MSN2
YIL055C,SOK2
YIL055C,STE12
YIL055C,TUP1
YIL055C,YRM1
YIL067C,STE12
YIL077C,MCM1
YIL096C,MSN2
YIL096C,TEC1
YIL108W,SKO1
YIL165C,GCN4
YIL165C,MET32
YIL165C,MET4
YIP1,REB1
YIP4,REB1
YIR014W,SOK2
YIR014W,UME6
YIR014W,YRM1
YIR016W,MSN2
YJL016W,MSN2
YJL055W,ZAP1
YJL068C,ABF1
YJL068C,RPH1
YJL068C,SFP1
YJL144W,HSF1
YJL144W,STE12
YJL171C,MSN2
YJL218W,OAF1
YJL218W,RAP1
YJR003C,YOX1
YJR011C,HAL9
YJR011C,YAP1
YJR111C,GCN4
YJR115W,ABF1
YJR115W,MSN2
YJR115W,SOK2
YJR115W,STE12
YJR115W,TEC1
YJR120W,MSN2
YJR120W,STE12
YJU3,ABF1
YKL063C,ABF1
YKL063C,SOK2
YKL091C,PDR1
YKL091C,SOK2
YKL091C,STE12
YKL151C,ACE2
YKL151C,RAP1
YKL162C,STE12
YKR011C,REB1
YKR011C,TEC1
YKR040C,ACE2
YKR047W,ABF1
YKR075C,ADR1
YKR075C,IXR1
YKR075C,RGT1
YKR075C,SKN7
YKR075C,TUP1
YKR075C,YAP1
YKT6,RPN4
YKU70,HAP5
YLF2,ABF1
YLL056C,SOK2
YLL056C,YAP1
YLL058W,MET32
YLL058W,MET4
YLR040C,STE12
YLR042C,MSN2
YLR042C,SOK2
YLR042C,STE12
YLR042C,TEC1
YLR049C,RTG3
YLR049C,SWI5
YLR050C,HSF1
YLR050C,YOX1
YLR076C,RAP1
YLR076C,TUP1
YLR108C,MSN2
YLR108C,SKN7
YLR108C,SPT23
YLR108C,STE12
YLR108C,YAP1
YLR112W,RAP1
YLR118C,ABF1
YLR126C,YRM1
YLR152C,GCN4
YLR173W,CBF1
YLR177W,CAD1
YLR179C,MET31
YLR179C,MET32
YLR179C,RAP1
YLR194C,ACE2
YLR194C,GCN4
YLR194C,MSN2
YLR194C,STE12
YLR194C,SWI5
YLR202C,YRM1
YLR252W,ADR1
YLR252W,PDR1
YLR252W,YAP1
YLR253W,MSN2
YLR253W,SKN7
YLR257W,DAL81
YLR257W,SKN7
YLR257W,SOK2
YLR257W,STE12
YLR271W,RAP1
YLR278C,YRM1
YLR280C,RAP1
YLR281C,YOX1
YLR283W,MSN2
YLR287C,STE12
YLR294C,HAP2
YLR326W,STE12
YLR345W,RFX1
YLR345W,YAP1
YLR413W,SKN7
YLR413W,YAP1
YLR413W,YHP1
YLR460C,HAL9
YLR460C,MSN2
YLR460C,YAP1
YMC1,GCN4
YMC2,GCN4
YMC2,RTG3
YME1,STE12
YML053C,MCM1
YML053C,MSN2
YML053C,RAP1
YML108W,GCN4
YML108W,YRM1
YML119W,MCM1
YML131W,MSN2
YML131W,PDR1
YML131W,SKO1
YML131W,SOK2
YML131W,YAP1
YML6,MSN2
YML6,SKO1
YMR027W,RAP1
YMR074C,STE12
YMR090W,MSN2
YMR090W,YAP1
YMR1,INO4
YMR1,STE12
YMR1,TEC1
YMR1,YAP1
YMR102C,MSN2
YMR102C,PDR1
YMR102C,PDR3
YMR102C,SOK2
YMR103C,PDR1
YMR130W,BAS1
YMR134W,ACE2
YMR134W,NRG1
YMR134W,YRM1
YMR144W,STP1
YMR144W,SWI4
YMR144W,YAP1
YMR178W,RTG3
YMR181C,FHL1
YMR196W,CAD1
YMR196W,CIN5
YMR196W,GCN4
YMR196W,MSN2
YMR252C,ASH1
YMR262W,MSN2
YMR265C,SOK2
YMR265C,STE12
YMR265C,TEC1
YMR295C,RAP1
YMR31,CBF1
YMR315W,ASH1
YMR315W,MSN2
YMR315W,STB5
YMR315W,YAP1
YNG1,CIN5
YNK1,CIN5
YNL010W,RAP1
YNL035C,MSN2
YNL040W,SOK2
YNL046W,FKH2
YNL050C,SFP1
YNL058C,ABF1
YNL095C,CBF1
YNL095C,RAP1
YNL115C,CAD1
YNL134C,HAL9
YNL134C,HSF1
YNL134C,MSN2
YNL134C,PDR1
YNL134C,ROX1
YNL134C,YAP1
YNL143C,STE12
YNL155W,MSN2
YNL155W,RPN4
YNL190W,MCM1
YNL190W,RAP1
YNL190W,STE12
YNL193W,SOK2
YNL200C,RFX1
YNL208W,RAP1
YNL208W,STE12
YNL208W,TEC1
YNL217W,MSN2
YNL217W,RAP1
YNL217W,YOX1
YNL295W,STE12
YNR061C,REB1
YNR061C,SKO1
YOL019W,PHD1
YOL029C,PDR1
YOL029C,PDR3
YOL029C,RAP1
YOL106W,STE12
YOL107W,INO4
YOL159C,CIN5
YOL159C,RLM1
YOL159C,STE12
YOR019W,SOK2
YOR052C,ASH1
YOR052C,SOK2
YOR052C,SPT23
YOR062C,CIN5
YOR062C,MSN2
YOR062C,SOK2
YOR082C,STE12
YOR093C,INO4
YOR093C,STE12
YOR093C,YAP1
YOR1,MSN2
YOR1,PDR1
YOR1,PDR3
YOR1,STE12
YOR131C,STE12
YOR152C,PDR1
YOR152C,PDR3
YOR152C,YAP1
YOR203W,GCN4
YOR238W,MSN2
YOR248W,HAP2
YOR248W,MBP1
YOR248W,STE12
YOR248W,SWI4
YOR292C,RAP1
YOR296W,STE12
YOR302W,ARG81
YOR302W,GCN4
YOR302W,MSN2
YOR302W,RAP1
YOR318C,SPT23
YOR318C,STE12
YOR333C,YRM1
YOR342C,MCM1
YOR342C,MSN2
YOR342C,PDR1
YOR342C,SKO1
YOR342C,TEC1
YOR366W,SUM1
YOR385W,MSN2
YOR385W,YAP1
YOR390W,ABF1
YOX1,SWI4
YOX1,SWI6
YPI1,RAP1
YPI1,RPN4
YPL014W,MBP1
YPL014W,MSN2
YPL014W,SOK2
YPL034W,AFT2
YPL034W,SFP1
YPL067C,RAP1
YPL067C,STE12
YPL068C,CBF1
YPL068C,PDR1
YPL168W,HSF1
YPL168W,SFP1
YPL199C,IFH1
YPL199C,RAP1
YPL229W,RAP1
YPL247C,MSN2
YPP1,HSF1
YPP1,STE12
YPP1,YAP1
YPR022C,SOK2
YPR063C,ABF1
YPR063C,MSN2
YPR1,CBF1
YPR1,SKO1
YPR117W,MSN2
YPR127W,MSN2
YPR172W,ABF1
YPR174C,MBP1
YPS1,MSN2
YPS1,STE12
YPS1,SWI4
YPS3,SKN7
YPS3,STE12
YPS3,SWI4
YPS3,TYE7
YPS6,PDR1
YPS6,STE12
YPT10,ABF1
YRM1,SOK2
YRO2,ABF1
YRO2,GCN4
YRO2,MSN2
YRO2,SKO1
YRO2,STE12
YRO2,YAP1
YRR1,YAP1
YSA1,LEU3
YSP1,INO4
YSP3,RAP1
YSY6,ABF1
YTA7,ABF1
YTM1,AFT1
YTM1,MSN2
YVC1,MSN2
YVC1,STE12
YVC1,TEC1
YVH1,DAL82
ZDS2,MCM1
ZDS2,STE12
ZEO1,CIN5
ZEO1,GLN3
ZEO1,HSF1
ZEO1,MSN2
ZEO1,PDR1
ZEO1,RDS2
ZEO1,SOK2
ZPR1,HSF1
ZPR1,MSN2
ZPR1,YAP1
ZRC1,MSN2
ZRC1,RAP1
ZRG8,CIN5
ZRG8,SOK2
ZRG8,STE12
ZRT1,FKH1
ZRT1,GCR2
ZRT1,GLN3
ZRT1,MOT3
ZRT1,MSN2
ZRT1,PHO2
ZRT1,SPT23
ZRT1,STP2
ZRT1,ZAP1
ZRT2,ABF1
ZRT2,GLN3
ZRT2,MCM1
ZRT2,ZAP1
ZRT3,ZAP1
ZTA1,GCN4
ZTA1,RAP1
ZWF1,ACE2
ZWF1,ASH1
ZWF1,CIN5
ZWF1,MET32
ZWF1,MET4
ZWF1,MSN2
ZWF1,PDR1
ZWF1,RAP1
ZWF1,SFP1
ZWF1,SWI5
ZWF1,TEC1
ZWF1,YAP1
